# AdaptiveNGram/1
# 12-EDO major: exact degree mapping of the JI major prior; weights unchanged.
# Degrees: 1=0, 2=2, 3=4, 4=5, 5=7, 6=9, 7=11.
bass	5	7,9,7,9,7	-0.42
bass	5	7,11,7,11,7	-0.42
bass	5	9,0,9,0,9	-0.42
bass	5	9,2,9,2,9	-0.42
bass	5	9,4,9,4,9	-0.42
bass	5	9,5,2,7,0	0.18
bass	5	9,5,9,5,9	-0.42
bass	5	9,7,9,7,9	-0.42
bass	5	9,11,9,11,9	-0.42
bass	5	11,0,11,0,11	-0.42
bass	5	11,2,11,2,11	-0.42
bass	5	11,4,11,4,11	-0.42
bass	5	11,5,11,5,11	-0.42
bass	5	11,7,11,7,11	-0.42
bass	5	11,9,11,9,11	-0.42
